nombre,ruta_completa,ruta_relativa,directorio_padre,tipo,extension,mime_type,tamano,fecha_modificacion,fecha_creacion,permisos,profundidad,categoria,dimension
02.ENCUESTA LEVANTAMIENTO RED DE LABORATORIOS  (respuestas).xlsx,streamlit_app\Institucional\drive\Dimensión 2_ Infraestructura y equipamiento\N° de laboratorios por Facultad y departamento\02.ENCUESTA LEVANTAMIENTO RED DE LABORATORIOS  (respuestas).xlsx,Institucional\drive\Dimensión 2_ Infraestructura y equipamiento\N° de laboratorios por Facultad y departamento\02.ENCUESTA LEVANTAMIENTO RED DE LABORATORIOS  (respuestas).xlsx,Institucional\drive\Dimensión 2_ Infraestructura y equipamiento\N° de laboratorios por Facultad y departamento,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,120.99 KB,2025-02-16 19:53:43,2025-03-06 17:24:53,666,4,Institucional,Tecnologías de la Información
"N° de laboratorios por Facultad y departamento. Docencia, investigación, pre y postgrado","streamlit_app\Institucional\drive\Dimensión 2_ Infraestructura y equipamiento\N° de laboratorios por Facultad y departamento. Docencia, investigación, pre y postgrado","Institucional\drive\Dimensión 2_ Infraestructura y equipamiento\N° de laboratorios por Facultad y departamento. Docencia, investigación, pre y postgrado",Institucional\drive\Dimensión 2_ Infraestructura y equipamiento,Directorio,,,134.90 KB,2025-03-10 16:26:33,2025-03-06 17:24:53,777,3,Institucional,Tecnologías de la Información
03 BBDD Laboratorios UTEM [Mixta].xlsx,"streamlit_app\Institucional\drive\Dimensión 2_ Infraestructura y equipamiento\N° de laboratorios por Facultad y departamento. Docencia, investigación, pre y postgrado\03 BBDD Laboratorios UTEM [Mixta].xlsx","Institucional\drive\Dimensión 2_ Infraestructura y equipamiento\N° de laboratorios por Facultad y departamento. Docencia, investigación, pre y postgrado\03 BBDD Laboratorios UTEM [Mixta].xlsx","Institucional\drive\Dimensión 2_ Infraestructura y equipamiento\N° de laboratorios por Facultad y departamento. Docencia, investigación, pre y postgrado",Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,134.90 KB,2025-03-10 16:26:32,2025-03-06 17:24:53,666,4,Institucional,Tecnologías de la Información
Dimensión 3_ Programas de postgrado y claustros académicos,streamlit_app\Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos,Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos,Institucional\drive,Directorio,,,1.31 MB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,2,Institucional,Tecnologías de la Información
N° de estudiantes de postgrado por líneas de investigación prioritarias,streamlit_app\Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\N° de estudiantes de postgrado por líneas de investigación prioritarias,Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\N° de estudiantes de postgrado por líneas de investigación prioritarias,Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos,Directorio,,,24.26 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,3,Institucional,Tecnologías de la Información
Nomina Equipamiento e Infraestructura_IDT.xlsx,streamlit_app\Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\N° de estudiantes de postgrado por líneas de investigación prioritarias\Nomina Equipamiento e Infraestructura_IDT.xlsx,Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\N° de estudiantes de postgrado por líneas de investigación prioritarias\Nomina Equipamiento e Infraestructura_IDT.xlsx,Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\N° de estudiantes de postgrado por líneas de investigación prioritarias,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,24.26 KB,2025-02-16 19:43:52,2025-03-06 17:24:53,666,4,Institucional,Tecnologías de la Información
"N° de tesis de doctorado con financiamiento de empresas, becas ANID, por año","streamlit_app\Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\N° de tesis de doctorado con financiamiento de empresas, becas ANID, por año","Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\N° de tesis de doctorado con financiamiento de empresas, becas ANID, por año",Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos,Directorio,,,655.70 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,3,Institucional,Tecnologías de la Información
Publicaciones UTEM- 2020-2025.xlsx,"streamlit_app\Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\N° de tesis de doctorado con financiamiento de empresas, becas ANID, por año\Publicaciones UTEM- 2020-2025.xlsx","Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\N° de tesis de doctorado con financiamiento de empresas, becas ANID, por año\Publicaciones UTEM- 2020-2025.xlsx","Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\N° de tesis de doctorado con financiamiento de empresas, becas ANID, por año",Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,655.70 KB,2025-02-16 19:40:08,2025-03-06 17:24:53,666,4,Institucional,Tecnologías de la Información
N° y porcentaje de Programas Acreditados,streamlit_app\Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\N° y porcentaje de Programas Acreditados,Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\N° y porcentaje de Programas Acreditados,Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos,Directorio,,,8.75 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,3,Institucional,Tecnologías de la Información
N° de programas de postgrado con formación semipresencial.xlsx,streamlit_app\Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\N° y porcentaje de Programas Acreditados\N° de programas de postgrado con formación semipresencial.xlsx,Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\N° y porcentaje de Programas Acreditados\N° de programas de postgrado con formación semipresencial.xlsx,Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\N° y porcentaje de Programas Acreditados,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,8.75 KB,2025-02-16 19:37:47,2025-03-06 17:24:53,666,4,Institucional,Tecnologías de la Información
Nº de tesis de postgrado que contribuyen al desarrollo local a través de convenios A+S con organismos públicos,streamlit_app\Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\Nº de tesis de postgrado que contribuyen al desarrollo local a través de convenios A+S con organismos públicos,Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\Nº de tesis de postgrado que contribuyen al desarrollo local a través de convenios A+S con organismos públicos,Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos,Directorio,,,655.70 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,3,Institucional,Tecnologías de la Información
Publicaciones UTEM- 2020-2025.xlsx,streamlit_app\Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\Nº de tesis de postgrado que contribuyen al desarrollo local a través de convenios A+S con organismos públicos\Publicaciones UTEM- 2020-2025.xlsx,Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\Nº de tesis de postgrado que contribuyen al desarrollo local a través de convenios A+S con organismos públicos\Publicaciones UTEM- 2020-2025.xlsx,Institucional\drive\Dimensión 3_ Programas de postgrado y claustros académicos\Nº de tesis de postgrado que contribuyen al desarrollo local a través de convenios A+S con organismos públicos,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,655.70 KB,2025-02-16 19:40:08,2025-03-06 17:24:53,666,4,Institucional,Tecnologías de la Información
Dimensión 4_ Líneas de investigación y capital humano avanzado,streamlit_app\Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado,Institucional\drive,Directorio,,,221.39 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,2,Institucional,Tecnologías de la Información
N° de Activos tecnológicos Institucionales-Facultad- ODS,streamlit_app\Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de Activos tecnológicos Institucionales-Facultad- ODS,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de Activos tecnológicos Institucionales-Facultad- ODS,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado,Directorio,,,24.26 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,3,Institucional,Tecnologías de la Información
Nomina Equipamiento e Infraestructura_IDT.xlsx,streamlit_app\Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de Activos tecnológicos Institucionales-Facultad- ODS\Nomina Equipamiento e Infraestructura_IDT.xlsx,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de Activos tecnológicos Institucionales-Facultad- ODS\Nomina Equipamiento e Infraestructura_IDT.xlsx,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de Activos tecnológicos Institucionales-Facultad- ODS,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,24.26 KB,2025-02-16 19:43:52,2025-03-06 17:24:53,666,4,Institucional,Tecnologías de la Información
N° de Proyectos de interés público-privado,streamlit_app\Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de Proyectos de interés público-privado,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de Proyectos de interés público-privado,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado,Directorio,,,52.58 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,3,Institucional,Tecnologías de la Información
Data Proyetos Internos - Externos 2020-2024 DINV.xlsx,streamlit_app\Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de Proyectos de interés público-privado\Data Proyetos Internos - Externos 2020-2024 DINV.xlsx,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de Proyectos de interés público-privado\Data Proyetos Internos - Externos 2020-2024 DINV.xlsx,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de Proyectos de interés público-privado,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,52.58 KB,2025-02-16 19:42:12,2025-03-06 17:24:53,666,4,Institucional,Tecnologías de la Información
"N° de investigadores activos por publicaciones, tipo de proyectos, por área de conocimiento, por líneas de investigación","streamlit_app\Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de investigadores activos por publicaciones, tipo de proyectos, por área de conocimiento, por líneas de investigación","Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de investigadores activos por publicaciones, tipo de proyectos, por área de conocimiento, por líneas de investigación",Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado,Directorio,,,52.58 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,3,Institucional,Tecnologías de la Información
Data Proyetos Internos - Externos 2020-2024 DINV.xlsx,"streamlit_app\Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de investigadores activos por publicaciones, tipo de proyectos, por área de conocimiento, por líneas de investigación\Data Proyetos Internos - Externos 2020-2024 DINV.xlsx","Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de investigadores activos por publicaciones, tipo de proyectos, por área de conocimiento, por líneas de investigación\Data Proyetos Internos - Externos 2020-2024 DINV.xlsx","Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de investigadores activos por publicaciones, tipo de proyectos, por área de conocimiento, por líneas de investigación",Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,52.58 KB,2025-02-16 19:42:12,2025-03-06 17:24:53,666,4,Institucional,Tecnologías de la Información
N° de programas de postgrado con formación semipresencial,streamlit_app\Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de programas de postgrado con formación semipresencial,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de programas de postgrado con formación semipresencial,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado,Directorio,,,8.75 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,3,Institucional,Tecnologías de la Información
N° de programas de postgrado con formación semipresencial.xlsx,streamlit_app\Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de programas de postgrado con formación semipresencial\N° de programas de postgrado con formación semipresencial.xlsx,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de programas de postgrado con formación semipresencial\N° de programas de postgrado con formación semipresencial.xlsx,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\N° de programas de postgrado con formación semipresencial,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,8.75 KB,2025-02-16 19:37:47,2025-03-06 17:24:53,666,4,Institucional,Tecnologías de la Información
Porcentaje cumplimiento de ODS por proyecto de investigación,streamlit_app\Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\Porcentaje cumplimiento de ODS por proyecto de investigación,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\Porcentaje cumplimiento de ODS por proyecto de investigación,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado,Directorio,,,30.65 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,3,Institucional,Tecnologías de la Información
datos_proyectos_anid_utem.csv,streamlit_app\Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\Porcentaje cumplimiento de ODS por proyecto de investigación\datos_proyectos_anid_utem.csv,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\Porcentaje cumplimiento de ODS por proyecto de investigación\datos_proyectos_anid_utem.csv,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\Porcentaje cumplimiento de ODS por proyecto de investigación,Archivo,.csv,application/vnd.ms-excel,30.65 KB,2025-02-16 19:47:56,2025-03-06 17:24:53,666,4,Institucional,Tecnologías de la Información
investigadores con financiemto que desarrollan  i+d+i+e con pertineencia territorial,streamlit_app\Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\investigadores con financiemto que desarrollan  i+d+i+e con pertineencia territorial,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\investigadores con financiemto que desarrollan  i+d+i+e con pertineencia territorial,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado,Directorio,,,52.58 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,3,Institucional,Tecnologías de la Información
Data Proyetos Internos - Externos 2020-2024 DINV.xlsx,streamlit_app\Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\investigadores con financiemto que desarrollan  i+d+i+e con pertineencia territorial\Data Proyetos Internos - Externos 2020-2024 DINV.xlsx,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\investigadores con financiemto que desarrollan  i+d+i+e con pertineencia territorial\Data Proyetos Internos - Externos 2020-2024 DINV.xlsx,Institucional\drive\Dimensión 4_ Líneas de investigación y capital humano avanzado\investigadores con financiemto que desarrollan  i+d+i+e con pertineencia territorial,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,52.58 KB,2025-02-16 19:42:12,2025-03-06 17:24:53,666,4,Institucional,Tecnologías de la Información
